0 -40.9399986267 18.646604538 17.3126716614 -27.6114807129
1 -40.210647583 -13.206328392 27.150592804 -92.2730941772
2 -57.8161621094 -60.8650665283 27.150592804 -83.9081878662
3 -57.8161621094 -195.708770752 -161.290634155 -83.9081878662
4 -70.6066894531 -242.736068726 -161.290634155 -324.203796387
5 -70.6066894531 -325.278961182 -201.724609375 -339.778381348
6 -232.368988037 -325.278961182 -234.809967041 -344.223205566
7 -232.368988037 -343.476104736 -271.329986572 -344.223205566
8 -255.894332886 -343.476104736 -271.329986572 -344.223205566
9 -293.865112305 -343.476104736 -284.391052246 -352.682861328
10 -293.865112305 -343.476104736 -284.391052246 -352.682861328
11 -307.751800537 -343.476104736 -375.989318848 -352.682861328
12 -307.751800537 -343.476104736 -418.3855896 -351.800445557
13 -349.077575684 -343.476104736 -437.403198242 -351.800445557
14 -435.632019043 -343.476104736 -437.403198242 -351.800445557
15 -435.632019043 -343.476104736 -437.403198242 -351.800445557
16 -435.632019043 -380.913909912 -431.564758301 -351.800445557
17 -435.632019043 -380.913909912 -437.503601074 -351.800445557
18 -435.632019043 -380.913909912 -452.83303833 -351.800445557
19 -435.632019043 -380.913909912 -452.83303833 -351.800445557
20 -435.632019043 -380.913909912 -480.473510742 -430.423034668
21 -435.632019043 -380.913909912 -501.942565918 -430.423034668
22 -435.632019043 -380.913909912 -501.942565918 -430.423034668
23 -435.632019043 -380.913909912 -501.942565918 -430.423034668
24 -435.632019043 -380.913909912 -501.942565918 -430.423034668
25 -435.632019043 -380.913909912 -495.794342041 -430.423034668
26 -435.632019043 -380.913909912 -495.794342041 -430.423034668
27 -491.384857178 -380.913909912 -495.794342041 -447.177978516
28 -491.384857178 -422.833435059 -495.794342041 -447.177978516
29 -491.384857178 -422.833435059 -495.794342041 -447.177978516
30 -491.384857178 -422.833435059 -495.794342041 -436.763885498
31 -491.384857178 -422.833435059 -495.794342041 -436.763885498
32 -491.384857178 -422.833435059 -495.794342041 -436.763885498
33 -491.384857178 -422.833435059 -495.794342041 -487.424346924
34 -580.347412109 -452.807098389 -495.794342041 -487.424346924
35 -580.347412109 -452.807098389 -495.794342041 -487.424346924
36 -580.139465332 -452.807098389 -495.794342041 -485.300750732
37 -580.139465332 -452.807098389 -495.794342041 -484.09274292
38 -580.139465332 -452.807098389 -495.794342041 -484.09274292
39 -580.139465332 -452.807098389 -495.794342041 -484.09274292
40 -580.139465332 -461.386505127 -491.84753418 -484.09274292
41 -580.139465332 -461.386505127 -491.84753418 -484.09274292
42 -580.139465332 -461.386505127 -491.84753418 -484.09274292
43 -580.139465332 -462.559356689 -491.84753418 -484.09274292
44 -580.139465332 -462.559356689 -491.84753418 -479.067871094
45 -580.139465332 -462.559356689 -491.84753418 -481.748718262
46 -580.139465332 -462.559356689 -491.84753418 -462.923797607
47 -580.139465332 -462.559356689 -491.84753418 -467.275482178
48 -580.139465332 -462.559356689 -491.84753418 -467.275482178
49 -580.139465332 -462.559356689 -491.84753418 -467.275482178
50 -580.139465332 -462.559356689 -491.84753418 -467.275482178
51 -580.139465332 -462.559356689 -500.305755615 -467.275482178
52 -580.139465332 -462.559356689 -500.305755615 -467.275482178
53 -580.139465332 -462.559356689 -500.305755615 -467.275482178
54 -580.139465332 -462.559356689 -500.305755615 -467.275482178
55 -580.139465332 -462.559356689 -500.305755615 -467.275482178
56 -580.139465332 -462.559356689 -500.305755615 -472.46484375
57 -580.139465332 -462.559356689 -500.305755615 -472.46484375
58 -580.139465332 -462.559356689 -500.305755615 -472.46484375
59 -580.139465332 -462.559356689 -500.305755615 -472.46484375
60 -580.139465332 -462.559356689 -500.305755615 -472.46484375
61 -580.139465332 -480.174499512 -500.305755615 -467.781616211
62 -580.139465332 -480.174499512 -500.305755615 -467.781616211
63 -580.139465332 -480.174499512 -500.305755615 -475.703186035
64 -580.139465332 -480.174499512 -500.305755615 -481.965942383
65 -580.139465332 -480.174499512 -500.305755615 -481.965942383
66 -582.75567627 -480.174499512 -500.305755615 -479.486022949
67 -589.362731934 -485.781524658 -500.305755615 -479.486022949
68 -589.362731934 -485.781524658 -500.305755615 -479.486022949
69 -589.362731934 -485.781524658 -500.305755615 -479.486022949
70 -589.362731934 -563.684753418 -500.305755615 -474.923583984
71 -589.362731934 -563.684753418 -499.203033447 -556.770324707
72 -589.362731934 -563.684753418 -499.203033447 -556.770324707
73 -589.362731934 -563.684753418 -499.203033447 -556.770324707
74 -589.362731934 -563.684753418 -499.203033447 -556.770324707
75 -589.362731934 -563.684753418 -486.760986328 -556.770324707
76 -589.362731934 -563.684753418 -486.335571289 -556.770324707
77 -589.362731934 -563.684753418 -486.335571289 -556.770324707
78 -589.362731934 -563.684753418 -486.335571289 -560.79296875
79 -589.362731934 -563.684753418 -486.335571289 -566.164367676
80 -589.362731934 -563.684753418 -486.335571289 -582.453430176
81 -589.362731934 -563.684753418 -484.092071533 -582.453430176
82 -589.362731934 -563.684753418 -484.092071533 -582.453430176
83 -589.362731934 -587.000671387 -484.092071533 -583.552734375
84 -589.362731934 -587.000671387 -484.092071533 -583.552734375
85 -589.362731934 -587.000671387 -484.092071533 -572.803344727
86 -589.362731934 -587.000671387 -484.092071533 -572.803344727
87 -589.362731934 -587.000671387 -484.092071533 -572.803344727
88 -589.362731934 -587.000671387 -484.092071533 -572.803344727
89 -589.362731934 -587.000671387 -485.550262451 -572.803344727
90 -589.362731934 -587.000671387 -485.550262451 -572.803344727
91 -589.362731934 -587.000671387 -485.550262451 -572.803344727
92 -589.362731934 -587.000671387 -485.550262451 -572.803344727
93 -589.362731934 -587.000671387 -485.550262451 -572.803344727
94 -589.362731934 -602.327392578 -485.550262451 -572.803344727
95 -589.362731934 -602.327392578 -485.550262451 -572.803344727
96 -589.362731934 -602.327392578 -485.550262451 -572.803344727
97 -589.362731934 -602.327392578 -485.550262451 -572.803344727
98 -589.362731934 -602.327392578 -488.952178955 -572.803344727
99 -589.362731934 -602.327392578 -517.432678223 -572.803344727
100 -589.362731934 -602.327392578 -517.432678223 -572.803344727
101 -589.362731934 -602.327392578 -517.432678223 -572.803344727
102 -589.362731934 -602.327392578 -517.432678223 -572.803344727
103 -589.362731934 -602.327392578 -517.432678223 -572.803344727
104 -589.362731934 -602.327392578 -517.432678223 -572.803344727
105 -589.362731934 -602.327392578 -517.432678223 -572.803344727
106 -589.362731934 -602.327392578 -517.432678223 -572.803344727
107 -589.362731934 -602.327392578 -517.432678223 -572.803344727
108 -589.362731934 -602.327392578 -517.432678223 -572.803344727
109 -589.362731934 -602.327392578 -517.432678223 -572.803344727
110 -589.362731934 -602.327392578 -517.432678223 -572.803344727
111 -589.362731934 -602.327392578 -517.432678223 -572.803344727
112 -590.983398438 -602.327392578 -517.432678223 -572.803344727
